,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
359,Bandarbeyla,51,SO,1619246026,63,9.4942,50.8122,86.81,9.35
360,Marsaxlokk,75,MT,1619246026,94,35.8419,14.5431,59.0,10.36
361,São João da Barra,78,BR,1619246026,87,-21.6403,-41.0511,66.58,6.64
362,Hunterville,20,NZ,1619246027,83,-39.9333,175.5667,60.01,1.99
363,Pevek,92,RU,1619246027,90,69.7008,170.3133,16.59,2.91
364,Tigre,90,AR,1619246028,94,-34.426,-58.5796,64.0,9.22
365,Panzhihua,22,CN,1619245882,8,26.5851,101.7128,98.02,1.77
366,Mitsamiouli,75,KM,1619246028,83,-11.3847,43.2844,80.6,5.75
367,Diffa,44,NE,1619245772,24,13.3154,12.6113,85.01,7.78
368,Constitución,34,CL,1619246029,81,-35.3333,-72.4167,53.73,9.26
369,Atherton,100,GB,1619246030,56,53.5237,-2.4935,48.99,1.99
370,Qaqortoq,2,GL,1619245749,80,60.7167,-46.0333,33.8,2.3
371,Todos Santos,6,MX,1619246030,79,23.45,-110.2167,66.99,4.5
372,Manono,99,CD,1619246031,72,-7.3,27.4167,77.18,4.43
373,Barra,44,BR,1619246031,84,-11.0894,-43.1417,72.72,2.37
374,Keuruu,90,FI,1619246031,100,62.2667,24.7,37.0,5.75
375,Outjo,5,NA,1619246032,28,-20.1167,16.15,68.97,12.64
376,Chilca,75,PE,1619246032,88,-12.5211,-76.7372,64.4,8.05
377,Maniitsoq,5,GL,1619246033,63,65.4167,-52.9,32.97,7.54
378,Tazovsky,100,RU,1619245931,99,67.4667,78.7,33.78,9.08
379,Mianyang,51,CN,1619246033,48,31.4593,104.7542,76.75,7.85
380,Myanaung,75,MM,1619246034,26,18.2833,95.3167,103.05,6.13
381,Ola,4,RU,1619246034,63,59.5833,151.2833,32.41,7.49
382,Shimoda,75,JP,1619245749,48,34.6667,138.95,66.99,3.44
383,Walvis Bay,90,NA,1619246035,94,-22.9575,14.5053,57.2,4.61
384,Tyret’ Pervaya,100,RU,1619246035,54,53.6703,102.3106,39.22,10.85
385,Biltine,11,TD,1619246035,10,14.5333,20.9167,94.98,18.75
386,Rio Grande,11,BR,1619246036,97,-32.035,-52.0986,62.01,10.74
387,Dakar,20,SN,1619246013,88,14.6937,-17.4441,68.0,9.22
388,Oranjestad,20,AW,1619245800,78,12.524,-70.027,80.6,21.85
389,Lavrentiya,60,RU,1619246037,93,65.5833,-171.0,24.26,3.89
390,Chui,21,UY,1619246037,95,-33.6971,-53.4616,62.73,8.19
391,Sanford,1,US,1619246037,82,28.8006,-81.2731,66.99,6.91
392,Eyl,99,SO,1619246038,59,7.9803,49.8164,87.3,10.07
393,Kloulklubed,75,PW,1619246038,70,7.0419,134.2556,87.8,12.66
394,Sosnovo,91,RU,1619246039,90,60.5514,30.2144,39.0,4.34
395,Nikolskoye,75,RU,1619246039,93,59.7035,30.7861,39.0,4.47
396,Pangkalanbuun,98,ID,1619246039,45,-2.6833,111.6167,91.24,5.79
397,Rocha,55,UY,1619246040,97,-34.4833,-54.3333,60.71,6.8
398,Hambantota,20,LK,1619246040,66,6.1241,81.1185,91.4,3.44
399,Morshansk,100,RU,1619246040,72,53.4435,41.8107,54.25,12.5
400,Bougouni,100,ML,1619246041,46,11.417,-7.479,82.15,2.26
401,Sechura,30,PE,1619246041,75,-5.5569,-80.8222,69.57,12.15
402,Santa Inês,100,BR,1619246042,98,-3.6667,-45.38,72.93,2.8
403,Gamba,100,GA,1619246042,84,-2.65,10.0,78.51,2.57
404,Vuktyl,89,RU,1619246043,67,63.8567,57.3094,48.74,4.9
405,Fortuna,75,US,1619246043,93,40.5982,-124.1573,50.0,5.75
406,Zhigansk,100,RU,1619246044,95,66.7697,123.3711,29.07,16.64
407,Mbandaka,100,CD,1619246044,91,0.0487,18.2603,72.52,5.77
408,Piraí do Sul,55,BR,1619246044,91,-24.5261,-49.9486,52.34,1.48
409,Oława,0,PL,1619246045,61,50.9466,17.2926,46.4,5.75
410,Kiryat Gat,1,IL,1619245924,100,31.61,34.7642,70.0,3.0
411,Bathsheba,40,BB,1619246046,65,13.2167,-59.5167,78.8,16.11
412,Okhotsk,11,RU,1619246046,62,59.3833,143.3,32.4,9.42
413,Santa Cruz de la Sierra,90,BO,1619245800,100,-17.8,-63.1667,71.6,11.5
414,Ekibastuz,8,KZ,1619246047,31,51.6667,75.3667,47.34,7.07
415,Hailar,7,CN,1619246047,15,49.2,119.7,53.73,9.8
416,Chinchani,100,IN,1619246047,48,19.8667,72.7,87.8,10.38
417,Whitianga,1,NZ,1619246048,80,-36.8333,175.7,62.01,1.99
418,Poum,61,NC,1619246048,79,-20.2333,164.0167,79.34,10.27
419,Moerai,100,PF,1619246049,72,-22.4333,-151.3333,76.37,16.8
420,Lakes Entrance,55,AU,1619246049,50,-37.8811,147.981,61.0,5.01
421,Selfoss,100,IS,1619246049,93,63.9331,-20.9971,43.0,5.99
422,Atar,0,MR,1619246050,20,20.5169,-13.0499,73.54,9.57
423,Trairi,88,BR,1619246050,92,-3.2778,-39.2689,74.62,6.15
424,Padang,20,ID,1619245775,62,-0.9492,100.3543,87.8,4.61
425,La Ronge,95,CA,1619246051,53,55.1001,-105.2842,21.2,4.61
426,Lorengau,100,PG,1619246051,72,-2.0226,147.2712,83.14,2.51
427,Havre-St-Pierre,1,CA,1619246052,93,50.2334,-63.5986,28.4,8.05
428,Herat Province,0,AF,1619246052,9,34.5,62.0,82.4,6.91
429,Kiruna,90,SE,1619246052,68,67.8557,20.2251,26.6,16.11
430,Lepaterique,20,HN,1619246053,73,14.0667,-87.4667,69.8,2.3
431,Mayumba,100,GA,1619246053,77,-3.432,10.6554,78.71,3.53
432,Rundu,0,NA,1619245763,45,-17.9333,19.7667,59.47,5.91
433,Aksarka,94,RU,1619245994,99,66.5606,67.7975,35.8,10.33
434,Mehamn,100,NO,1619246054,71,71.0357,27.8492,32.86,13.78
435,Verkhnyaya Inta,21,RU,1619246055,72,65.9811,60.3094,45.9,4.05
436,Omboué,100,GA,1619246055,89,-1.5746,9.2618,78.33,3.89
437,Torrington,4,US,1619246056,58,41.8007,-73.1212,42.01,4.52
438,Takoradze,100,GH,1619245995,80,4.8845,-1.7554,82.0,8.34
439,Hvolsvollur,100,IS,1619246056,93,63.7533,-20.2243,43.0,5.99
440,Cajati,14,BR,1619246057,98,-24.7361,-48.1228,60.58,2.04
441,Tadine,100,NC,1619246057,81,-21.55,167.8833,76.14,11.83
442,Tūkrah,100,LY,1619246058,21,32.5341,20.5791,78.67,30.49
443,Kosa,100,RU,1619246058,61,59.9445,54.9977,48.4,9.84
444,Barcelona,20,ES,1619245919,71,41.3888,2.159,57.99,9.22
445,Maracaibo,23,VE,1619245793,80,10.6317,-71.6406,79.32,12.39
446,Wajir,75,KE,1619246059,83,1.7471,40.0573,78.8,2.3
447,Samarkand,98,UZ,1619246059,25,39.6542,66.9597,75.2,11.5
448,Dŭstí,20,TJ,1619246060,24,37.3481,68.664,78.8,4.47
449,Gwanda,0,ZW,1619246060,36,-20.9333,29.0,71.06,5.41
450,Canutama,77,BR,1619246060,98,-6.5339,-64.3831,72.68,0.96
451,Solone,0,UA,1619246061,61,48.2081,34.8721,48.2,17.9
452,Caruray,75,PH,1619246061,58,10.3094,119.0128,87.8,9.22
453,Merauke,98,ID,1619246062,79,-8.4667,140.3333,82.83,8.86
454,Sadovoye,100,RU,1619246062,81,47.7764,44.5089,51.71,9.22
455,Camaquã,42,BR,1619246063,96,-30.8511,-51.8122,60.04,1.86
456,Killybegs,10,IE,1619246063,67,54.6333,-8.45,47.91,9.04
457,Senador José Porfírio,100,BR,1619246063,97,-2.5908,-51.9542,73.04,0.83
458,Ippy,99,CF,1619246064,77,6.2679,21.2247,75.96,5.3
459,Port Lincoln,98,AU,1619246064,63,-34.7333,135.8667,62.87,10.16
460,Collie,60,AU,1619246065,40,-33.3667,116.15,79.0,3.0
461,Fort Nelson,1,CA,1619246065,63,58.8053,-122.7002,26.6,0.07
462,Puro,65,PH,1619246065,69,12.4841,123.3827,84.74,10.11
463,Dhidhdhoo,57,MV,1619246066,73,6.8833,73.1,83.86,7.52
464,Iranshahr,0,IR,1619246066,17,27.2025,60.6848,93.2,2.24
465,Khasan,83,RU,1619246066,80,42.4308,130.6434,49.42,11.72
466,Dombarovskiy,100,RU,1619246067,45,50.7587,59.5386,49.21,23.51
467,Aykhal,49,RU,1619246067,99,66.0,111.5,33.69,15.26
468,Jamame,41,SO,1619246068,58,0.0722,42.7506,88.36,9.48
469,Qinzhou,54,CN,1619246068,60,21.95,108.6167,87.51,12.44
470,Çine,0,TR,1619246068,82,37.6117,28.0614,59.0,3.29
471,Devgarh,100,IN,1619246069,13,25.5333,73.9,93.25,6.67
472,Botelhos,0,BR,1619246069,72,-21.6333,-46.395,51.98,1.72
473,Ossora,100,RU,1619246070,96,59.2353,163.0719,32.67,2.93
474,Novikovo,100,RU,1619246070,92,51.1537,37.8879,41.45,14.36
475,Garden City,1,US,1619246070,57,42.3256,-83.331,46.99,4.61
476,Vallenar,0,CL,1619246071,81,-28.5708,-70.7581,55.27,1.88
477,Preeceville,91,CA,1619246071,50,51.95,-102.6677,28.27,8.81
478,Pahrump,0,US,1619246072,17,36.2083,-115.9839,66.99,1.01
479,Gboko,100,NG,1619246072,77,7.3179,8.9951,79.86,13.31
480,Menomonie,90,US,1619246072,100,44.8755,-91.9193,43.0,4.03
481,Neyshabur,58,IR,1619246073,14,36.2133,58.7958,74.66,3.89
482,Estepa,0,ES,1619246073,93,37.2926,-4.879,55.99,9.57
483,Anshun,100,CN,1619246074,73,26.25,105.9333,70.79,8.63
484,Seydişehir,10,TR,1619246074,40,37.4193,31.8453,62.22,5.19
485,Palizada,100,MX,1619246074,52,18.25,-92.0833,80.22,13.69
486,Dire Dawa,21,ET,1619246075,42,9.5931,41.8661,82.0,3.51
487,Sutton,11,GB,1619246075,85,51.35,-0.2,48.0,10.33
488,Dondo,20,MZ,1619246076,83,-19.6094,34.7431,75.2,2.21
489,Sur,0,OM,1619246076,28,22.5667,59.5289,93.76,3.91
490,Pacific Grove,100,US,1619245814,85,36.6177,-121.9166,52.0,2.26
491,Wanaka,33,NZ,1619246077,74,-44.7,169.15,46.96,5.21
492,Along,0,IN,1619246077,25,28.1667,94.7667,93.0,1.21
493,Monrovia,20,LR,1619246077,94,6.3005,-10.7969,77.0,4.09
494,Vestmannaeyjar,100,IS,1619246078,90,63.4427,-20.2734,46.51,15.43
495,Kumul,60,CN,1619246078,21,42.8,93.45,58.32,4.83
496,Gao,0,ML,1619246079,6,16.6362,1.637,87.62,6.96
497,Aripuanã,98,BR,1619246079,98,-9.1667,-60.6333,71.51,1.36
498,Kangaatsiaq,100,GL,1619246079,71,68.3065,-53.4641,28.33,8.75
499,Kibondo,70,TZ,1619246080,82,-3.5864,30.7203,67.87,2.82
500,Kamloops,75,CA,1619246080,49,50.6665,-120.3192,48.2,6.91
501,Rāvar,15,IR,1619246081,10,31.2656,56.8055,85.98,7.09
502,Biggar,90,GB,1619246081,78,55.6167,-3.5167,45.0,4.0
503,Saint-Pierre,0,RE,1619246081,74,-21.3393,55.4781,82.0,24.16
504,Skjervøy,79,NO,1619246082,62,70.0311,20.9714,33.17,8.55
505,Rupert,1,US,1619246082,49,42.6191,-113.6772,46.4,5.75
506,Jaru,100,BR,1619246083,96,-10.4389,-62.4664,71.06,2.19
507,Kieta,100,PG,1619246083,89,-6.2167,155.6333,78.01,5.17
508,Nara,75,JP,1619246083,52,34.6851,135.8049,73.99,12.66
509,Izhma,91,RU,1619246084,67,65.0083,53.9113,50.94,8.12
510,Suna,100,RU,1619246084,78,57.8338,50.0588,47.68,12.59
511,Mucurapo,40,TT,1619246084,88,10.6667,-61.5333,79.0,9.22
512,Sabha,0,LY,1619246085,33,27.0377,14.4283,72.54,17.4
513,Mosquera,40,CO,1619245944,100,4.7059,-74.2302,53.6,3.44
514,Kalat,0,PK,1619246085,12,29.0225,66.5916,73.47,8.59
515,Aljezur,100,PT,1619246086,90,37.3191,-8.8033,61.2,10.42
516,Oranjemund,1,NA,1619246086,77,-28.55,16.4333,62.85,2.42
517,Chivay,6,PE,1619246087,77,-15.6383,-71.6011,42.73,0.6
518,Buraidah,0,SA,1619246087,23,26.326,43.975,84.2,4.61
519,Krasnoslobodsk,75,RU,1619246087,82,48.7072,44.5714,51.8,17.9
520,Tyukhtet,100,RU,1619246088,53,56.5389,89.3011,44.78,9.19
521,Kenora,40,CA,1619246088,54,49.8167,-94.4337,26.6,5.75
522,Dogondoutchi,17,NE,1619246089,9,13.6393,4.0287,89.24,4.5
523,Katubao,20,PH,1619246089,55,5.8892,124.8294,91.4,4.61
524,Sola,75,VU,1619246069,79,-13.8833,167.55,86.0,13.27
525,Brae,20,GB,1619246090,81,60.3964,-1.353,46.4,1.14
526,Utevka,100,RU,1619246090,89,52.9035,50.9495,46.33,1.83
527,Toppenish,1,US,1619246091,38,46.3774,-120.3087,60.01,5.75
528,Denpasar,20,ID,1619245993,70,-8.65,115.2167,86.0,5.75
529,Bilma,18,NE,1619246091,10,18.6853,12.9164,88.86,14.43
530,Falun,3,SE,1619246092,51,60.6036,15.626,37.99,19.57
531,Mumford,100,GH,1619246092,82,5.2618,-0.759,82.17,8.81
532,San Luis,0,AR,1619246093,83,-33.295,-66.3356,55.35,5.95
533,Clonakilty,40,IE,1619246093,71,51.6231,-8.8706,46.4,12.66
534,Buala,71,SB,1619246093,77,-8.145,159.5921,82.24,2.35
535,Sauda,79,NO,1619246094,77,59.6506,6.3542,37.99,8.01
536,Davila,20,PH,1619246094,74,18.4726,120.5763,84.2,13.8
537,Kaohsiung City,40,TW,1619246095,45,22.6163,120.3133,84.2,11.5
538,Bariloche,0,AR,1619246095,80,-41.1456,-71.3082,35.6,3.44
539,Ponta do Sol,23,PT,1619246049,81,32.6667,-17.1,57.99,1.99
540,Mukhen,81,RU,1619246096,26,48.1,136.1,51.21,10.02
541,Kang,0,BW,1619246096,28,-23.6752,22.7876,69.51,4.41
542,Saint-Louis,0,SN,1619246096,64,16.3333,-15.0,71.6,2.3
543,Labuan,20,MY,1619246097,74,5.2767,115.2417,87.8,3.44
544,Januária,10,BR,1619246097,65,-15.4833,-44.3667,68.95,0.34
545,Galveston,75,US,1619246098,83,29.3669,-94.9669,70.0,8.05
546,Kshenskiy,100,RU,1619246098,88,51.8408,37.7136,41.47,12.53
547,Muros,100,ES,1619246098,96,42.7762,-9.0603,57.0,1.01
548,Svit,40,SK,1619246099,60,49.0601,20.2069,41.0,18.41
549,Riberalta,70,BO,1619246099,96,-10.9833,-66.1,72.77,2.17
550,Coyhaique,100,CL,1619246100,97,-45.5752,-72.0662,44.4,5.55
551,La Santisima Trinidad,3,BO,1619246100,96,-14.8333,-64.9,71.89,3.4
552,Albuquerque,1,US,1619246055,34,35.0845,-106.6511,48.2,1.92
553,Coihueco,100,CL,1619246101,75,-36.6167,-71.8333,50.0,5.75
554,Elizabethtown,90,US,1619246101,62,37.694,-85.8591,53.6,5.75
555,Wajima,75,JP,1619246101,55,37.4,136.9,66.2,9.22
556,Merrill,90,US,1619246102,100,45.1805,-89.6835,44.01,4.47
557,Tupelo,90,US,1619246102,88,34.2576,-88.7034,55.4,8.05
558,Can Tho,40,VN,1619246103,52,10.0333,105.7833,93.2,6.91
559,Srednekolymsk,100,RU,1619246103,93,67.45,153.6833,15.15,17.6
560,Brønnøysund,15,NO,1619246103,70,65.4625,12.1997,39.2,10.36
561,Gambēla,41,ET,1619246104,42,8.25,34.5833,89.73,5.32
562,Lanzhou,90,CN,1619246104,66,36.0564,103.7922,48.2,4.47
563,Mocajuba,99,BR,1619246105,99,-2.5842,-49.5072,72.84,2.19
564,Pueblo Nuevo,100,MX,1619246105,85,17.1,-92.8833,60.94,4.29
565,Bermeo,0,ES,1619246106,39,43.4209,-2.7215,64.4,11.5
